cpf_anonimizado;valor_contrato;prazo_meses;taxa_juros_mensal;taxa_juros_anual;parcela_mensal;data_inicio;data_vencimento;meses_decorridos;saldo_devedor;status;valor_em_atraso;data_inadimplencia;data_retorno_pagamento
ANON-4DDE0D02CF66;2629,27;84;1,8637;24,8054;62,19;2024-09-01;2031-09-01;18;2350,34;inadimplente;566,95;2024-09-28;
ANON-3BF81C9D5512;8945,44;96;1,7625;23,3256;193,9;2024-09-01;2032-09-01;18;8185,63;ativo;0,0;;
ANON-800BD0947F59;104090,07;84;1,6953;22,3519;2333,03;2024-09-01;2031-09-01;84;0,0;liquidado;0,0;;
ANON-E32C5054B4AF;126326,89;72;1,7516;23,1672;3100,98;2024-09-03;2030-09-03;18;107720,46;ativo;0,0;2026-02-27;2026-03-03
ANON-D49891FB2021;16395,11;12;2,3943;32,834;1588,1;2024-09-05;2025-09-05;12;0,0;ativo;0,0;;
ANON-9FBD1C7FAF3F;108008,19;48;2,173;29,4296;3646,37;2024-09-08;2028-09-08;18;79755,97;ativo;0,0;;
ANON-BB649887DCE6;97687,86;84;2,1727;29,4251;2540,01;2024-09-10;2031-09-10;18;88609,18;ativo;0,0;2025-04-29;2025-07-06
ANON-A9C7D392C58F;144964,19;60;2,1517;29,1062;4324,9;2024-09-12;2029-09-12;18;118797,69;ativo;0,0;;
ANON-DA53762AE0E7;108469,25;12;1,9534;26,1306;10227,48;2024-09-12;2025-09-12;12;0,0;inadimplente;10227,48;2026-02-21;
ANON-C81A28E5FC56;59594,27;72;2,379;32,5961;1737,43;2024-09-13;2030-09-13;18;52514,55;ativo;0,0;2024-12-20;2025-04-13
ANON-286AC2C825E4;6889,02;96;1,9835;26,5782;161,09;2024-09-20;2032-09-20;18;6366,36;ativo;0,0;;
ANON-A25907DEE36C;30499,13;96;1,8894;25,1838;690,79;2024-09-20;2032-09-20;96;0,0;liquidado;0,0;;
ANON-C6DA4500194A;10604,16;72;1,856;24,6922;268,16;2024-09-20;2030-09-20;72;0,0;liquidado;0,0;2025-08-28;2025-11-03
ANON-E090488AA406;33799,53;60;1,9977;26,7899;971,8;2024-09-20;2029-09-20;60;0,0;liquidado;0,0;2025-07-25;2026-02-25
ANON-461181B70B05;89520,3;12;1,5189;19,8292;8216,89;2024-09-21;2025-09-21;12;0,0;ativo;0,0;;
ANON-BC15E2B492B9;87293,82;72;2,1961;29,7812;2424,45;2024-09-24;2030-09-24;18;76238,77;ativo;0,0;;
ANON-29BED975FA64;148007,26;72;2,0927;28,2142;3997,11;2024-09-25;2030-09-25;18;128582,29;ativo;0,0;2025-09-30;2026-03-15
ANON-ECD13EE106E5;77969,6;96;1,5747;20,622;1580,46;2024-09-27;2032-09-27;18;70696,05;ativo;0,0;;
ANON-BEF6FDAA8F8B;47872,65;96;1,4554;18,9329;928,73;2024-09-30;2032-09-30;18;43137,81;ativo;0,0;;
ANON-33A07FC7D38A;103906,41;36;2,0524;27,6082;4110,93;2024-10-02;2027-10-02;17;64142,64;ativo;0,0;;
ANON-85354F081C7A;24459,69;24;2,1728;29,4266;1318,66;2024-10-02;2026-10-02;24;0,0;liquidado;0,0;2024-10-12;2025-09-12
ANON-2A5D7C145E2E;39013,57;12;2,1693;29,3734;3727,57;2024-10-05;2025-10-05;12;0,0;ativo;0,0;;
ANON-E29C21B3D7A9;137492,69;96;1,5165;19,7953;2728,33;2024-10-06;2032-10-06;17;125124,64;ativo;0,0;;
ANON-0FA5D4223AA4;20241,31;48;2,2479;30,5728;693,63;2024-10-08;2028-10-08;17;15366,33;ativo;0,0;;
ANON-90E5CD79D2A2;133110,19;24;1,4471;18,8162;6604,65;2024-10-19;2026-10-19;17;43668,54;ativo;0,0;;
ANON-D523D7C7ED2E;38340,72;96;1,7815;23,6022;836,61;2024-10-19;2032-10-19;17;35322,58;ativo;0,0;;
ANON-BF4B19AD0712;63529,13;60;1,7036;22,4717;1698,84;2024-10-20;2029-10-20;17;51489,92;ativo;0,0;;
ANON-36883AD7894E;35966,17;72;2,3488;32,1275;1040,3;2024-10-28;2030-10-28;72;0,0;liquidado;0,0;2025-09-09;2025-10-31
ANON-657104A609F3;41340,42;60;1,415;18,3658;1026,97;2024-11-04;2029-11-04;60;0,0;liquidado;0,0;;
ANON-048270D2F604;52212,8;24;1,7248;22,7784;2675,24;2024-11-08;2026-11-08;24;0,0;liquidado;0,0;;
ANON-CC8C7EE4C322;113740,76;36;1,5752;20,6291;4163,67;2024-11-09;2027-11-09;36;0,0;liquidado;0,0;;
ANON-D189621ECAB2;41652,56;96;1,4004;18,1615;791,61;2024-11-10;2032-11-10;96;0,0;liquidado;0,0;;
ANON-4B49F565C7B2;27006,03;60;1,44;18,7164;675,24;2024-11-11;2029-11-11;60;0,0;liquidado;0,0;;
ANON-72FA12D80031;11271,9;48;2,1169;28,5794;376,28;2024-11-11;2028-11-11;16;8682,49;ativo;0,0;2025-07-15;2026-02-26
ANON-F5E46AA42152;36268,6;60;1,4313;18,5943;904,8;2024-11-12;2029-11-12;60;0,0;liquidado;0,0;2026-02-04;2026-02-26
ANON-6223513ACF7C;63951,77;72;2,0077;26,9391;1687,24;2024-11-12;2030-11-12;16;56430,48;ativo;0,0;2026-03-28;2026-03-29
ANON-03993868FA82;132889,27;96;2,0418;27,4493;3168,48;2024-11-12;2032-11-12;16;124378,05;ativo;0,0;;
ANON-11AEB35C422A;140718,11;72;2,0003;26,8287;3704,97;2024-11-13;2030-11-13;16;124125,31;ativo;0,0;;
ANON-250D9C133390;64830,5;36;1,7578;23,2573;2445,61;2024-11-14;2027-11-14;16;40939,86;ativo;0,0;;
ANON-C164FAC6A8AC;80021,41;72;1,7172;22,6684;1944,97;2024-11-15;2030-11-15;16;69611,88;ativo;0,0;;
ANON-555409148BD8;57814,82;48;1,5056;19,641;1700,34;2024-11-17;2028-11-17;16;42926,66;ativo;0,0;;
ANON-49AA3E3FCDE7;8312,03;72;2,2266;30,2468;232,75;2024-11-20;2030-11-20;16;7407,6;ativo;0,0;;
ANON-8DE79A30B05E;19901,95;36;1,4849;19,3485;717,7;2024-11-20;2027-11-20;16;12340,21;ativo;0,0;;
ANON-4A8F281D1A74;42376,99;48;1,7709;23,4478;1317,96;2024-11-22;2028-11-22;16;31985,32;ativo;0,0;2025-12-03;2026-01-22
ANON-56F3DA9ACCC8;62045,46;72;1,8867;25,144;1582,63;2024-11-24;2030-11-24;16;54432,86;ativo;0,0;;
ANON-D8077E3839BF;37944,1;96;2,0681;27,844;912,61;2024-11-25;2032-11-25;16;35547,63;ativo;0,0;;
ANON-CF81C3C5F5A7;113781,01;36;1,9779;26,4948;4448,13;2024-11-26;2027-11-26;36;0,0;liquidado;0,0;;
ANON-3EBB79006A20;107698,9;84;2,1432;28,9774;2775,7;2024-11-30;2031-11-30;16;98887,57;inadimplente;23125,65;2025-02-28;
ANON-01635EEC54A2;84079,94;12;1,4188;18,4191;7669,51;2024-12-01;2025-12-01;12;0,0;liquidado;0,0;;
ANON-1096854FD4D7;139001,15;84;2,1521;29,1123;3592,02;2024-12-01;2031-12-01;15;128500,32;ativo;0,0;;
ANON-5219216BE190;50430,65;36;1,497;19,5194;1822,28;2024-12-01;2027-12-01;36;0,0;liquidado;0,0;;
ANON-42447CC55648;6769,67;72;2,1632;29,2807;186,36;2024-12-01;2030-12-01;15;6071,2;ativo;0,0;;
ANON-FEE03B809D51;117642,89;84;1,6252;21,3436;2577,27;2024-12-05;2031-12-05;15;106443,48;inadimplente;21355,0;2025-08-02;
ANON-DFD59B7A2AE5;122063,66;36;2,1242;28,6898;4884,95;2024-12-05;2027-12-05;15;82068,36;ativo;0,0;;
ANON-94218E8F5478;66192,92;84;1,7281;22,8263;1499,42;2024-12-06;2031-12-06;15;60163,84;ativo;0,0;;
ANON-70454C348138;118838,9;60;1,5082;19,6778;3024,09;2024-12-08;2029-12-08;60;0,0;liquidado;0,0;;
ANON-E072CFCF3BC7;41750,12;72;1,5581;20,3857;968,76;2024-12-11;2030-12-11;15;36418,89;ativo;0,0;;
ANON-02E647AD263D;21711,76;48;1,9097;25,4834;694,9;2024-12-12;2028-12-12;15;16896,42;ativo;0,0;2026-01-05;2026-01-24
ANON-4A297B07B395;117356,93;48;1,4833;19,326;3435,08;2024-12-17;2028-12-17;15;89125,75;ativo;0,0;;
ANON-730DF2EC1C87;75973,6;36;2,2262;30,2407;3090,01;2024-12-18;2027-12-18;15;51386,35;ativo;0,0;2025-01-24;2026-03-06
ANON-CA905EB49E9C;33779,02;96;1,6482;21,6736;703,12;2024-12-19;2032-12-19;96;0,0;liquidado;0,0;;
ANON-3B718A9F4738;1742,76;60;1,6846;22,1975;46,38;2024-12-19;2029-12-19;15;1454,99;ativo;0,0;;
ANON-36105C0E2B2A;32549,42;60;1,7063;22,5108;871,0;2024-12-25;2029-12-25;60;0,0;liquidado;0,0;;
ANON-0332C27DB4BD;16985,77;48;1,8685;24,876;539,05;2024-12-26;2028-12-26;48;0,0;liquidado;0,0;;
ANON-2FC82C927661;88764,1;48;2,1925;29,7264;3008,39;2024-12-26;2028-12-26;15;70136,79;ativo;0,0;;
ANON-966A76E8D33C;123617,45;72;1,4481;18,8303;2776,09;2024-12-27;2030-12-27;15;107230,12;ativo;0,0;;
ANON-88F77F162BEA;69226,71;96;1,6525;21,7354;1443,19;2024-12-27;2032-12-27;15;64180,15;ativo;0,0;;
ANON-83BE7FCC27AB;28436,74;60;1,8545;24,6702;789,5;2024-12-29;2029-12-29;15;23950,72;ativo;0,0;2025-11-21;2026-02-05
ANON-6A8AD7BB3B79;20962,61;60;2,1586;29,2109;626,43;2024-12-30;2029-12-30;15;17920,05;ativo;0,0;;
ANON-2752FC559224;92655,2;72;1,958;26,1989;2411,05;2024-12-30;2030-12-30;15;82364,73;ativo;0,0;2025-05-23;2026-03-29
ANON-481F0BB83096;24287,41;72;1,473;19,1807;549,5;2025-01-01;2031-01-01;14;21330,12;ativo;0,0;;
ANON-EB0305765FA3;124187,59;12;1,6468;21,6535;11489,89;2025-01-05;2026-01-05;12;0,0;ativo;0,0;;
ANON-68154C862270;141734,92;36;1,5284;19,9639;5148,32;2025-01-06;2028-01-06;36;0,0;liquidado;0,0;;
ANON-4093CFA70333;22336,31;36;2,266;30,8505;914,19;2025-01-06;2028-01-06;14;15701,01;ativo;0,0;;
ANON-EB7BAFE2D930;73569,78;36;2,2245;30,2147;2991,44;2025-01-06;2028-01-06;14;51599,16;ativo;0,0;;
ANON-7F8E93187466;48916,03;60;1,6398;21,553;1287,22;2025-01-07;2030-01-07;14;41351,2;ativo;0,0;;
ANON-9BCA3D07D311;120285,99;60;2,2676;30,875;3688,17;2025-01-08;2030-01-08;14;104664,4;ativo;0,0;2025-08-29;2025-11-16
ANON-3201106AFF54;47003,52;12;1,5107;19,7132;4312,16;2025-01-09;2026-01-09;12;0,0;liquidado;0,0;;
ANON-200434CCE45B;99987,39;84;1,6042;21,0431;2175,43;2025-01-15;2032-01-15;14;91097,16;inadimplente;21106,63;2025-06-16;
ANON-00B27C1F0EC0;129752,14;24;1,4629;19,0384;6449,88;2025-01-17;2027-01-17;24;0,0;liquidado;0,0;;
ANON-8B1096C7E3B1;32182,32;24;2,1114;28,4963;1723,06;2025-01-18;2027-01-18;14;15387,73;ativo;0,0;;
ANON-B01912AAF9C7;111607,57;96;2,2933;31,2702;2886,92;2025-01-19;2033-01-19;96;0,0;liquidado;0,0;;
ANON-038954A63A6D;26892,76;12;2,0606;27,7313;2552,44;2025-01-23;2026-01-23;12;0,0;liquidado;0,0;;
ANON-AD2FB04DDA38;93337,48;24;1,6495;21,6923;4741,1;2025-01-27;2027-01-27;14;43379,0;ativo;0,0;2026-01-27;2026-03-05
ANON-6847AD7ED24F;21147,98;36;1,4876;19,3867;762,97;2025-01-28;2028-01-28;14;14226,12;ativo;0,0;;
ANON-DE73C3D0EEA1;16533,28;72;2,1344;28,8441;451,6;2025-01-29;2031-01-29;14;14942,23;ativo;0,0;;
ANON-F1BFDF01E2C9;83348,06;72;1,515;19,774;1909,48;2025-02-01;2031-02-01;13;74131,89;ativo;0,0;;
ANON-3FD9C1DBD7F5;81376,23;48;2,1388;28,9107;2728,5;2025-02-06;2029-02-06;13;66747,17;ativo;0,0;;
ANON-EC87D55E1278;133505,98;72;2,1032;28,3726;3615,83;2025-02-10;2031-02-10;13;121569,67;ativo;0,0;;
ANON-FCE106E37B0D;7615,2;12;2,3995;32,915;737,87;2025-02-10;2026-02-10;12;0,0;ativo;0,0;;
ANON-2FAC13F6425E;106733,31;84;2,1519;29,1093;2758,0;2025-02-15;2032-02-15;13;99899,05;ativo;0,0;;
ANON-FFC042C65AB8;52261,54;84;2,2399;30,4503;1386,24;2025-02-18;2032-02-18;13;49048,76;ativo;0,0;2025-06-30;2025-09-07
ANON-50194A8AC02E;76390,35;84;2,0491;27,5587;1913,55;2025-02-21;2032-02-21;13;71262,72;inadimplente;11542,63;2026-01-20;
ANON-5BAD11216B5F;119257,22;72;1,8229;24,2068;2987,62;2025-02-22;2031-02-22;13;107441,53;ativo;0,0;;
ANON-69ECB3F2EF22;114381,99;96;1,4958;19,5025;2252,49;2025-02-22;2033-02-22;13;106673,86;ativo;0,0;2025-06-03;2025-12-01
ANON-B765D533ABF9;84529,32;12;1,7282;22,8277;7860,24;2025-02-25;2026-02-25;12;0,0;liquidado;0,0;;
ANON-4904E96E283A;115095,13;12;2,2207;30,1566;11031,4;2025-03-01;2026-03-01;12;0,0;inadimplente;11031,4;2025-03-21;
ANON-FBB1D0A1DB5F;10220,94;96;2,0931;28,2203;247,86;2025-03-02;2033-03-02;96;0,0;liquidado;0,0;;
ANON-0B070C93F017;30559,06;48;1,9627;26,2688;988,73;2025-03-06;2029-03-06;12;25353,33;ativo;0,0;;
ANON-0E7E978ECC6B;133097,13;84;1,8318;24,3372;3116,41;2025-03-06;2032-03-06;12;124084,74;ativo;0,0;;
ANON-146FED470533;130367,23;24;2,0951;28,2504;6967,14;2025-03-12;2027-03-12;24;0,0;liquidado;0,0;;
ANON-1AE55FEFA15B;49294,51;36;1,7545;23,2093;1858,54;2025-03-12;2028-03-12;12;36149,82;ativo;0,0;2025-11-26;2025-12-06
ANON-3136E19723D9;141112,36;36;1,5685;20,5337;5159,93;2025-03-13;2028-03-13;12;102537,83;ativo;0,0;2026-03-13;2026-03-23
ANON-099DFE5F9660;93031,38;96;1,9177;25,6017;2127,56;2025-03-14;2033-03-14;12;88445,68;inadimplente;20060,94;2025-04-11;
ANON-65E79601C019;79238,89;12;1,4532;18,902;7243,46;2025-03-20;2026-03-20;12;0,0;ativo;0,0;;
ANON-956B04AD7674;108985,7;96;1,9968;26,7764;2559,85;2025-03-23;2033-03-23;12;103841,42;ativo;0,0;;
ANON-C67BC71927D5;26766,17;12;2,0217;27,1483;2534,37;2025-03-25;2026-03-25;12;0,0;ativo;0,0;;
ANON-AFBD6497F72F;135141,44;48;2,3325;31,8752;4709,2;2025-03-27;2029-03-27;12;113863,7;ativo;0,0;;
ANON-58C98A82FCCF;3354,68;72;1,548;20,2421;77,61;2025-03-28;2031-03-28;12;3018,9;ativo;0,0;;
ANON-58B5AA3E2864;149443,49;24;1,4578;18,9667;7424,32;2025-03-29;2027-03-29;12;81194,07;ativo;0,0;;
ANON-7E2DDCA3CB38;41812,02;36;2,0226;27,1618;1646,36;2025-03-30;2028-03-30;12;31059,64;ativo;0,0;2025-08-14;2025-09-21
ANON-4AC58C075063;98405,84;72;1,6359;21,497;2336,09;2025-03-31;2031-03-31;12;88862,15;ativo;0,0;;
ANON-60863DFC6961;135873,72;84;1,4102;18,2986;2770,6;2025-03-31;2032-03-31;12;124785,71;ativo;0,0;2026-03-01;2026-03-07
ANON-18BE83EB0194;50173,63;48;1,6588;21,8259;1524,28;2025-04-01;2029-04-01;11;41897,82;ativo;0,0;;
ANON-45188CE46A9D;51450,13;96;1,4966;19,5138;1013,49;2025-04-03;2033-04-03;11;48562,08;ativo;0,0;;
ANON-6E867278535B;23874,73;60;1,9818;26,5529;683,8;2025-04-04;2030-04-04;11;21313,71;ativo;0,0;2025-07-31;2026-03-17
ANON-18AF97C36ACE;98265,3;96;1,48;19,2794;1923,84;2025-04-06;2033-04-06;11;92701,04;ativo;0,0;2026-02-06;2026-03-15
ANON-D3A601CD45BE;97824,29;96;2,274;30,9733;2514,97;2025-04-09;2033-04-09;11;94240,14;ativo;0,0;;
ANON-167ED86077A4;30030,82;12;1,7116;22,5874;2789,65;2025-04-14;2026-04-14;11;2742,7;inadimplente;2789,65;2026-02-13;
ANON-5AFE1CDAEBB8;103624,08;72;2,2237;30,2024;2899,39;2025-04-15;2031-04-15;11;96299,34;ativo;0,0;;
ANON-8569067D04DA;83876,55;12;1,4912;19,4375;7685,59;2025-04-15;2026-04-15;11;7572,66;ativo;0,0;;
ANON-5053F0627467;49336,44;96;1,4571;18,9568;957,73;2025-04-16;2033-04-16;11;46509,03;ativo;0,0;;
ANON-81CE8714CFB0;92221,28;84;1,9283;25,7585;2225,72;2025-04-17;2032-04-17;11;86796,7;ativo;0,0;;
ANON-BBE725E7309B;132032,35;12;2,0488;27,5542;12522,37;2025-04-20;2026-04-20;11;12270,97;ativo;0,0;;
ANON-37887E74A892;38829,77;96;1,5244;19,9072;772,76;2025-04-22;2033-04-22;11;36681,83;ativo;0,0;2025-06-15;2025-09-28
ANON-1C069EB9C17D;90519,93;60;2,2916;31,2441;2791,13;2025-04-28;2030-04-28;11;81666,98;ativo;0,0;2025-05-20;2025-10-13
ANON-8F48DC4F62A4;55866,63;96;2,0829;28,0666;1350,25;2025-05-01;2033-05-01;10;53815,58;ativo;0,0;;
ANON-B71AAB9D4CCE;135872,76;96;2,2997;31,3688;3521,69;2025-05-01;2033-05-01;10;131465,46;ativo;0,0;;
ANON-9F85690EE28F;27048,02;84;1,9298;25,7807;653,1;2025-05-02;2032-05-02;84;0,0;liquidado;0,0;;
ANON-CADD4D0D8CFE;9161,34;60;2,2207;30,1566;277,82;2025-05-05;2030-05-05;10;8338,67;inadimplente;2477,18;2025-11-25;
ANON-F5C599F6D590;126300,73;72;2,3691;32,4423;3672,68;2025-05-08;2031-05-08;72;0,0;liquidado;0,0;;
ANON-040B9C6AD62A;40146,71;12;1,5453;20,2037;3691,04;2025-05-11;2026-05-11;12;0,0;liquidado;0,0;;
ANON-EFB105D9C76F;2055,72;60;2,2543;30,6709;62,84;2025-05-11;2030-05-11;10;1873,01;ativo;0,0;;
ANON-CD8358AA39D0;60989,34;60;2,1829;29,5802;1833,09;2025-05-12;2030-05-12;10;55449,12;ativo;0,0;;
ANON-5161CCF0A469;38275,49;60;2,0109;26,9869;1104,02;2025-05-13;2030-05-13;10;34612,8;ativo;0,0;;
ANON-BA9C767FCEEC;96104,77;84;1,7936;23,7786;2223,13;2025-05-19;2032-05-19;10;90687,84;inadimplente;25248,2;2026-01-14;
ANON-5CBF9B67A104;70080,24;84;2,2018;29,8681;1838,04;2025-05-20;2032-05-20;10;66820,0;ativo;0,0;2025-06-29;2025-08-28
ANON-EFEFD15AD20F;18861,99;72;1,7501;23,1454;462,81;2025-05-23;2031-05-23;10;17425,37;ativo;0,0;;
ANON-F207DEFEE923;121066,73;24;2,096;28,264;6470,75;2025-05-24;2027-05-24;10;77809,85;ativo;0,0;;
ANON-86CF202C0F15;26653,43;48;2,0512;27,5902;878,03;2025-05-24;2029-05-24;10;23017,14;ativo;0,0;;
ANON-0B7FF50953F5;23811,96;24;1,8942;25,2546;1243,93;2025-05-24;2027-05-24;10;15172,02;ativo;0,0;;
ANON-E8CD9B983661;131348,65;24;1,4664;19,0877;6531,9;2025-05-29;2027-05-29;10;82129,35;ativo;0,0;;
ANON-01C9673587D3;42454,36;12;1,9392;25,92;3999,49;2025-05-30;2026-05-30;10;7772,18;ativo;0,0;2025-09-11;2025-10-11
ANON-346F0D127FD0;14941,39;60;1,6235;21,3193;391,56;2025-06-01;2030-06-01;60;0,0;liquidado;0,0;;
ANON-A38FD00BA6C5;62434,3;24;1,9001;25,3416;3263,73;2025-06-01;2027-06-01;9;42251,68;ativo;0,0;;
ANON-BE84AA9ADC93;132376,19;96;2,1739;29,4433;3295,88;2025-06-02;2033-06-02;9;128268,42;ativo;0,0;2025-07-04;2025-08-24
ANON-299C1169DA74;19444,31;84;1,683;22,1744;434,08;2025-06-03;2032-06-03;84;0,0;liquidado;0,0;;
ANON-CEFE72894589;9536,32;36;1,8242;24,2259;363,66;2025-06-06;2028-06-06;9;7699,05;ativo;0,0;;
ANON-F9508024140D;116759,15;72;1,5832;20,7432;2729,34;2025-06-07;2031-06-07;9;108310,86;ativo;0,0;2025-11-22;2026-01-16
ANON-A4085B9E651D;6987,05;72;2,3906;32,7765;204,32;2025-06-10;2031-06-10;72;0,0;liquidado;0,0;;
ANON-EA639125DBE5;67660,23;96;2,3967;32,8714;1807,68;2025-06-12;2033-06-12;9;65815,78;ativo;0,0;;
ANON-1A7253307513;5897,28;84;2,1725;29,422;153,33;2025-06-15;2032-06-15;9;5649,65;inadimplente;478,24;2025-11-13;
ANON-611407F50667;56780,81;36;1,8777;25,0114;2184,16;2025-06-15;2028-06-15;9;45929,19;ativo;0,0;;
ANON-125F68835928;29654,79;60;2,3475;32,1073;926,37;2025-06-21;2030-06-21;60;0,0;liquidado;0,0;;
ANON-74B989F1CF4F;81220,63;48;2,2902;31,2225;2806,71;2025-06-22;2029-06-22;9;71877,66;ativo;0,0;;
ANON-0F1FA78C8A3B;113725,5;48;1,8686;24,8775;3609,22;2025-06-23;2029-06-23;9;99325,0;ativo;0,0;;
ANON-6EBEBD44FCF9;22479,42;72;1,9566;26,1781;584,73;2025-06-24;2031-06-24;9;21068,53;ativo;0,0;;
ANON-B5790A0A7B80;110716,76;24;2,1918;29,7157;5981,67;2025-06-24;2027-06-24;24;0,0;liquidado;0,0;;
ANON-C3D6DD1A8D05;127302,3;72;1,6191;21,2562;3007,28;2025-06-26;2031-06-26;9;118214,35;ativo;0,0;;
ANON-2ECA158E5A8E;127974,7;60;2,0268;27,2246;3705,5;2025-06-26;2030-06-26;9;117118,62;ativo;0,0;;
ANON-85538C33E06E;27508,96;96;2,1534;29,132;680,38;2025-06-29;2033-06-29;96;0,0;liquidado;0,0;;
ANON-AD6B3395E8EF;45302,1;36;2,0607;27,7328;1794,7;2025-06-30;2028-06-30;36;0,0;liquidado;0,0;;
ANON-29A982958389;14076,15;12;1,8487;24,585;1318,7;2025-07-01;2026-07-01;8;5039,74;ativo;0,0;2025-10-07;2025-11-19
ANON-EA24EED2AD2F;46516,61;48;1,4302;18,5789;1346,15;2025-07-02;2029-07-02;8;40789,05;ativo;0,0;2025-12-13;2026-03-07
ANON-4D1EC9A66316;110395,07;72;1,5573;20,3743;2560,97;2025-07-02;2031-07-02;8;103282,07;ativo;0,0;;
ANON-96250F2DFC5C;94643,02;84;1,9047;25,4095;2267,41;2025-07-03;2032-07-03;84;0,0;liquidado;0,0;;
ANON-2E8BDBA9BAE1;139457,09;96;2,2349;30,3737;3540,95;2025-07-05;2033-07-05;8;135785,59;ativo;0,0;;
ANON-B334FBEBBA97;133276,49;48;1,8207;24,1746;4188,06;2025-07-05;2029-07-05;8;118253,09;ativo;0,0;;
ANON-B09CD132484D;25697,19;60;2,155;29,1563;767,26;2025-07-06;2030-07-06;60;0,0;liquidado;0,0;;
ANON-4F1F96650019;11464,77;48;1,8513;24,6232;362,55;2025-07-06;2029-07-06;8;10181,46;ativo;0,0;;
ANON-E48CFBA2AFC1;106519,49;60;1,8484;24,5806;2952,91;2025-07-07;2030-07-07;60;0,0;liquidado;0,0;;
ANON-CD67B8C37FAD;142348,32;60;1,9456;26,0149;4041,31;2025-07-08;2030-07-08;8;131453,6;ativo;0,0;;
ANON-B751FD89F184;139115,4;24;1,6029;21,0245;7028,5;2025-07-12;2027-07-12;8;98502,37;ativo;0,0;;
ANON-EA8BF8131712;5888,69;36;1,7068;22,518;220,29;2025-07-14;2028-07-14;8;4871,17;ativo;0,0;;
ANON-8C8F931C7858;8060,25;96;1,5232;19,8902;160,34;2025-07-16;2033-07-16;8;7743,22;ativo;0,0;;
ANON-83E7BFE669BF;33763,62;24;1,7369;22,9538;1732,36;2025-07-16;2027-07-16;8;24019,18;ativo;0,0;;
ANON-AAD260807508;68477,65;72;1,6887;22,2566;1650,75;2025-07-19;2031-07-19;8;64280,93;ativo;0,0;;
ANON-267D2FAE4ECA;21785,33;96;2,086;28,1133;527,07;2025-07-20;2033-07-20;8;21160,05;inadimplente;2376,29;2025-08-11;
ANON-AAF5B53ECF67;141433,88;48;1,6044;21,0459;4247,78;2025-07-22;2029-07-22;8;124687,0;inadimplente;6386,59;2026-03-14;
ANON-22159F782C5A;124774,89;72;2,0446;27,4912;3325,58;2025-07-23;2031-07-23;8;118117,44;ativo;0,0;2026-02-02;2026-02-11
ANON-1F2A9872B1A1;97971,03;12;1,4468;18,812;8952,24;2025-07-29;2026-07-29;8;34550,32;ativo;0,0;;
ANON-9BFF2388BCB0;142090,52;60;1,95;26,0802;4038,32;2025-07-31;2030-07-31;8;131230,33;ativo;0,0;;
ANON-9921841DB311;120796,17;24;2,3198;31,6789;6620,33;2025-08-07;2027-08-07;7;92135,86;ativo;0,0;2025-11-25;2026-03-28
ANON-CC17A1B29405;3422,31;60;2,3186;31,6604;106,19;2025-08-08;2030-08-08;7;3220,83;ativo;0,0;;
ANON-67F47B355388;101353,54;48;1,6726;22,0245;3088,07;2025-08-10;2029-08-10;7;91100,62;ativo;0,0;;
ANON-5A9E8C9F9A25;67621,71;84;2,0072;26,9316;1672,32;2025-08-12;2032-08-12;7;65279,3;ativo;0,0;;
ANON-49D7D4B5673B;130159,47;24;2,191;29,7035;7031,47;2025-08-16;2027-08-16;7;98906,85;ativo;0,0;2025-10-17;2025-12-23
ANON-A91BCB959C2F;76086,01;60;1,7527;23,1831;2059,77;2025-08-21;2030-08-21;7;70727,3;ativo;0,0;;
ANON-FD82462313C7;62690,11;60;2,3148;31,6017;1943,51;2025-08-22;2030-08-22;7;58994,84;ativo;0,0;2025-11-29;2026-02-23
ANON-497593B1CDDD;145519,85;72;2,3716;32,4811;4234,33;2025-08-23;2031-08-23;7;139631,76;inadimplente;37697,67;2026-02-23;
ANON-3F4A06860CB8;142550,26;12;1,5761;20,642;13131,04;2025-08-24;2026-08-24;7;62661,49;inadimplente;13131,04;2025-11-02;
ANON-2C4DD7DD0CA2;82235,53;96;1,726;22,7958;1759,79;2025-08-25;2033-08-25;96;0,0;liquidado;0,0;;
ANON-15AA51A9900D;3321,52;60;1,8073;23,9787;91,15;2025-08-28;2030-08-28;7;3091,52;ativo;0,0;;
ANON-FF79A9C3997B;88340,27;36;2,058;27,6923;3498,21;2025-08-30;2028-08-30;36;0,0;liquidado;0,0;;
ANON-686E9A11E2DD;63140,88;48;2,3588;32,2824;2211,65;2025-09-03;2029-09-03;6;58543,44;ativo;0,0;2026-03-28;2026-03-29
ANON-041F146ED945;88254,96;84;2,1522;29,1138;2280,72;2025-09-04;2032-09-04;6;85840,5;ativo;0,0;;
ANON-946FE4E9726D;23991,25;84;1,8599;24,7495;566,75;2025-09-06;2032-09-06;6;23233,56;ativo;0,0;2026-01-17;2026-03-16
ANON-F8F45AD2807C;81959,36;48;1,6106;21,1346;2464,77;2025-09-08;2029-09-08;6;74808,41;ativo;0,0;;
ANON-F9E95748D2DB;19464,96;60;2,0878;28,1404;571,93;2025-09-12;2030-09-12;60;0,0;liquidado;0,0;;
ANON-6F19FD26F42B;89234,36;60;1,9871;26,6318;2559,08;2025-09-12;2030-09-12;6;84278,39;ativo;0,0;;
ANON-F41457A885BD;13661,24;48;1,7807;23,5905;425,74;2025-09-12;2029-09-12;6;12516,47;ativo;0,0;2025-10-22;2026-02-01
